cd_orgao,nr_licitacao,ano_licitacao,nr_contrato,ano_contrato,nr_item,qt_itens_contrato,vl_item_contrato,vl_total_item_contrato
71300,1,2018,19,2018,7,173.5,12.22,2120.17
71300,1,2018,19,2018,9,325,3.93,1277.25
71300,1,2018,19,2018,10,101,2.82,284.82
71300,1,2018,19,2018,11,154.5,12.44,1921.98
71300,1,2018,19,2018,12,112,1.73,193.76
71300,1,2018,19,2018,13,81,3.68,298.08
71300,1,2018,19,2018,18,118,7.57,893.26
71300,1,2018,19,2018,19,105,4.29,450.45
71300,1,2018,19,2018,20,129,4.06,523.74
71300,1,2018,19,2018,21,673,1.56,1049.88
71300,1,2018,19,2018,22,22,8.2,180.4
71300,1,2018,19,2018,23,50,3.8,190
71300,1,2018,19,2018,24,27,8.45,228.15
71300,1,2018,19,2018,25,67,3.99,267.33
50100,3,2017,25,2018,36,500,10.69,5345
70100,1,2018,13,2018,35,400,4.6,1840
72800,1,2018,16,2018,1,200,3,600
72800,1,2018,16,2018,3,500,2,1000
72800,1,2018,16,2018,6,260,2.8,728
72800,1,2018,16,2018,10,330,3.8,1254
72800,1,2018,16,2018,12,147,3.5,514.5
72800,1,2018,16,2018,13,174,2.8,487.2
72800,1,2018,16,2018,15,15,3,45
72800,1,2018,16,2018,19,108,3,324
72800,1,2018,16,2018,26,80,1.1,88
72800,1,2018,16,2018,28,18,4,72
72800,1,2018,16,2018,29,220,4.8,1056
72800,1,2018,16,2018,31,250,2.8,700
72800,1,2018,16,2018,32,170,4,680
72800,1,2018,16,2018,33,90,3,270
42200,1,2018,45,2018,37,35,175.75,6151.25
42200,1,2018,46,2018,38,100,14.5,1450
42200,1,2018,46,2018,39,200,14.5,2900
42200,1,2018,46,2018,40,200,14.5,2900
42200,1,2018,46,2018,41,200,14.5,2900
72800,1,2018,21,2018,30,293,14,4102
50600,4,2017,925,2018,27,100,1,100
50600,4,2017,925,2018,21,200,2,400
50600,4,2017,925,2018,20,200,2.5,500
50600,4,2017,925,2018,18,150,4,600
50600,4,2017,925,2018,6,150,2,300
50600,4,2017,926,2018,4,40,9,360
50600,4,2017,926,2018,3,80,10,800
50600,4,2017,926,2018,2,20,11,220
50600,4,2017,926,2018,1,100,11,1100
50600,4,2017,927,2018,16,100,10,1000
50600,4,2017,928,2018,29,175,19,3325
50600,4,2017,928,2018,28,255,18.2,4641
50600,4,2017,928,2018,11,250,4,1000
50600,4,2017,928,2018,5,150,3.5,525
50600,4,2017,929,2018,26,175,19,3325
50600,4,2017,929,2018,24,50,17.5,875
50600,4,2017,929,2018,23,255,18.2,4641
50600,4,2017,930,2018,13,100,16,1600
50600,4,2017,930,2018,12,1500,2.2,3300
50600,4,2017,931,2018,19,400,0.75,300
50600,4,2017,931,2018,17,100,10,1000
50600,4,2017,931,2018,14,150,2.2,330
50600,4,2017,931,2018,10,10,8,80
50600,4,2017,931,2018,9,100,4,400
50600,4,2017,931,2018,8,200,5,1000
50600,4,2017,931,2018,7,200,2,400
80100,1,2018,19,2018,16,70,6.33,443.1
80100,1,2018,19,2018,26,80,2.6,208
80100,1,2018,19,2018,27,60,5.1,306
72800,1,2018,20,2018,9,438,21.5,9417
72800,1,2018,20,2018,14,156,17.5,2730
44700,3,2017,34,2018,34,38,14.01,532.38
44700,3,2017,34,2018,33,62,14.01,868.62
53800,1,2018,29,2018,27,300,1.5,450
53800,1,2018,29,2018,28,300,1.5,450
42200,1,2018,37,2018,27,200,3.3,660
42200,1,2018,41,2018,1,250,16.5,4125
42200,1,2018,41,2018,2,700,6,4200
42200,1,2018,41,2018,3,4000,2.5,10000
42200,1,2018,41,2018,4,400,5,2000
42200,1,2018,41,2018,5,200,5.5,1100
42200,1,2018,41,2018,6,6000,0.75,4500
81000,1,2018,31,2018,1,469,3.67,1721.23
81000,1,2018,31,2018,3,286,6.15,1758.9
81000,1,2018,31,2018,4,1060,2.59,2745.4
81000,1,2018,31,2018,5,110,28.93,3182.3
81000,1,2018,31,2018,6,37,5.78,213.86
81000,1,2018,31,2018,7,17,4.18,71.06
81000,1,2018,31,2018,18,526,2.72,1430.72
81000,1,2018,31,2018,19,68,3.56,242.08
50100,3,2017,11,2018,12,4000,2.29,9160
50100,3,2017,24,2018,35,1500,9.4,14100
72900,1,2017,4,2018,30,35,30.942,1082.97
70600,1,2018,26,2018,11,300,9.78,2934
67700,1,2018,20,2018,1,120,10.5,1260
67700,1,2018,20,2018,2,25,11,275
88048,5,2017,8,2018,17,210,7,1470
88048,5,2017,8,2018,33,300,12,3600
42200,1,2018,40,2018,10,5333.33,3.5,18666.66
84500,1,2018,7,2018,11,100,3.18,318
84500,1,2018,7,2018,13,30,3.31,99.3
84500,1,2018,7,2018,14,100,3.58,358
84500,1,2018,7,2018,15,120,4.56,547.2
84500,1,2018,7,2018,16,20,3.6,72
84500,1,2018,7,2018,17,80,7.15,572
84500,1,2018,7,2018,18,100,2.38,238
84500,1,2018,7,2018,19,30,6.38,191.4
84500,1,2018,7,2018,20,120,4.16,499.2
84500,1,2018,7,2018,21,800,1.4,1120
84500,1,2018,7,2018,22,30,3.5,105
84500,1,2018,7,2018,23,160,19.2,3072
84500,1,2018,7,2018,24,30,9.34,280.2
84500,1,2018,7,2018,25,160,3.98,636.8
84500,1,2018,7,2018,26,30,4.66,139.8
84500,1,2018,7,2018,27,60,3.6,216
84500,1,2018,7,2018,28,200,4.18,836
84500,1,2018,7,2018,1,30,33.9,1017
84500,1,2018,7,2018,2,150,3.2,480
84500,1,2018,7,2018,3,180,3.58,644.4
84500,1,2018,7,2018,4,160,3.1,496
84500,1,2018,7,2018,5,240,3.98,955.2
84500,1,2018,7,2018,6,60,4.15,249
84500,1,2018,7,2018,10,80,3.99,319.2
84500,1,2018,8,2018,29,460,5.45,2507
84500,1,2018,9,2018,9,100,7.5,750
80300,1,2018,11,2018,11,134,12.91,1729.94
80300,1,2018,11,2018,12,112,12.94,1449.28
80300,1,2018,11,2018,14,154,12.62,1943.48
53000,6,2017,8,2018,1,100,5.85,585
53000,6,2017,8,2018,4,2400,3.2,7680
53000,6,2017,8,2018,5,100,14.5,1450
53000,6,2017,8,2018,6,400,29.9,11960
53000,6,2017,8,2018,7,100,31.5,3150
53000,6,2017,8,2018,8,150,5.6,840
65300,1,2018,19,2018,14,320,1.99,636.8
65300,1,2018,19,2018,15,60,9.9,594
65300,1,2018,19,2018,17,280,4.66,1304.8
65300,1,2018,19,2018,3,120,2.43,291.6
70100,1,2018,21,2018,17,264,4.71,1243.44
70100,1,2018,21,2018,18,70,5.11,357.7
70100,1,2018,21,2018,22,468,3.65,1708.2
70100,1,2018,21,2018,26,510,22.28,11362.8
69300,4,2017,49,2018,4,600,3.57,2142
69300,4,2017,49,2018,10,20,12.74,254.8
69300,4,2017,49,2018,14,1500,2.75,4125
65200,1,2018,25,2018,116,300,11.07,3321
65200,1,2018,26,2018,115,8500,2.4,20400
65200,1,2018,26,2018,118,500,4.75,2375
65200,1,2018,26,2018,119,2000,3.65,7300
65200,1,2018,32,2018,5,150,1.45,217.5
65200,1,2018,32,2018,9,25,20,500
65200,1,2018,32,2018,13,25,2.5,62.5
65200,1,2018,32,2018,17,15,8.5,127.5
65200,1,2018,32,2018,22,200,1.8,360
65200,1,2018,32,2018,28,155,2.5,387.5
65200,1,2018,32,2018,32,115,3.5,402.5
65200,1,2018,32,2018,36,185,2.2,407
65200,1,2018,32,2018,41,125,2,250
65200,1,2018,32,2018,46,25,2.5,62.5
65200,1,2018,32,2018,50,100,2.8,280
65200,1,2018,32,2018,57,150,6.2,930
65200,1,2018,32,2018,65,225,1.5,337.5
65200,1,2018,32,2018,71,30,9.5,285
65200,1,2018,32,2018,77,60,2.4,144
65200,1,2018,32,2018,82,65,6,390
65200,1,2018,32,2018,86,75,2.4,180
65200,1,2018,32,2018,90,50,3,150
65200,1,2018,32,2018,94,75,5,375
65200,1,2018,32,2018,99,25,3,75
65200,1,2018,32,2018,103,10,1.4,14
65200,1,2018,32,2018,108,250,3.5,875
65200,1,2018,32,2018,112,40,3.4,136
62700,2,2018,16,2018,40,635,2.51,1593.85
62700,2,2018,16,2018,43,180,2.16,388.8
62700,2,2018,16,2018,46,230,2.82,648.6
62700,2,2018,16,2018,47,300,2.82,846
62700,2,2018,16,2018,50,400,3.75,1500
69300,4,2017,52,2018,1,33,1.53,50.49
69300,4,2017,52,2018,3,70,3.02,211.4
69300,4,2017,52,2018,9,10,2.73,27.3
69300,4,2017,52,2018,13,10,14,140
69300,4,2017,52,2018,17,20,5.25,105
69300,4,2017,52,2018,21,15,14,210
69300,4,2017,52,2018,24,7,2.8,19.6
69300,4,2017,52,2018,25,34,2.46,83.64
69300,4,2017,52,2018,26,6,2.56,15.36
54000,1,2018,18,2018,12,38,14,532
54000,1,2018,18,2018,13,63,14.5,913.5
54000,1,2018,18,2018,14,48,14.5,696
54000,1,2018,18,2018,15,110,16,1760
54000,1,2018,18,2018,16,71,16,1136
54000,1,2018,18,2018,30,328,12,3936
54000,1,2018,18,2018,31,135,22,2970
54000,1,2018,18,2018,32,116,10.5,1218
54000,1,2018,18,2018,33,489,10.5,5134.5
54000,1,2018,18,2018,34,20,14,280
42200,1,2018,39,2018,10,5333.33,3.5,18666.66
50100,3,2017,22,2018,38,800,11.83,9464
65200,1,2018,30,2018,4,150,1.45,217.5
65200,1,2018,30,2018,8,25,20,500
65200,1,2018,30,2018,12,25,2.5,62.5
65200,1,2018,30,2018,16,10,8.5,85
65200,1,2018,30,2018,21,200,1.8,360
65200,1,2018,30,2018,27,170,2.5,425
65200,1,2018,30,2018,31,110,3.5,385
65200,1,2018,30,2018,35,190,2.2,418
65200,1,2018,30,2018,40,125,2,250
65200,1,2018,30,2018,45,25,2.5,62.5
65200,1,2018,30,2018,49,100,2.8,280
65200,1,2018,30,2018,56,150,6.2,930
65200,1,2018,30,2018,64,200,1.5,300
65200,1,2018,30,2018,70,30,9.5,285
65200,1,2018,30,2018,76,65,2.4,156
65200,1,2018,30,2018,81,60,6,360
65200,1,2018,30,2018,85,75,2.4,180
65200,1,2018,30,2018,89,50,3,150
65200,1,2018,30,2018,93,75,5,375
65200,1,2018,30,2018,98,25,3,75
65200,1,2018,30,2018,102,15,1.4,21
65200,1,2018,30,2018,107,250,3.5,875
65200,1,2018,30,2018,111,35,3.4,119
55500,1,2018,31,2018,2,545,4,2180
55500,1,2018,31,2018,8,5900,3.3,19470
55500,1,2018,31,2018,9,650,3.79,2463.5
55500,1,2018,31,2018,10,400,3.15,1260
55500,1,2018,31,2018,11,575,16,9200
55500,1,2018,31,2018,12,800,3,2400
55500,1,2018,31,2018,13,650,4,2600
55500,1,2018,31,2018,14,500,3,1500
55500,1,2018,31,2018,15,50,1.5,75
55500,1,2018,31,2018,16,500,3,1500
55500,1,2018,31,2018,17,8000,3.25,26000
55500,1,2018,31,2018,20,60,13,780
55500,1,2018,31,2018,21,500,2.19,1095
55500,1,2018,31,2018,22,2000,9.9,19800
55500,1,2018,31,2018,23,300,11.8,3540
55500,1,2018,31,2018,24,800,8.5,6800
55500,1,2018,31,2018,25,550,4.5,2475
55500,1,2018,31,2018,26,700,5.35,3745
65200,1,2018,31,2018,30,115,3.5,402.5
65200,1,2018,31,2018,34,190,2.2,418
65200,1,2018,31,2018,39,125,2,250
65200,1,2018,31,2018,44,25,2.5,62.5
65200,1,2018,31,2018,48,100,2.8,280
65200,1,2018,31,2018,55,150,6.2,930
65200,1,2018,31,2018,63,225,1.5,337.5
65200,1,2018,31,2018,69,30,9.5,285
65200,1,2018,31,2018,75,60,2.4,144
65200,1,2018,31,2018,80,65,6,390
65200,1,2018,31,2018,84,75,2.4,180
65200,1,2018,31,2018,88,50,3,150
65200,1,2018,31,2018,92,75,5,375
65200,1,2018,31,2018,97,25,3,75
65200,1,2018,31,2018,101,10,1.4,14
65200,1,2018,31,2018,106,250,3.5,875
65200,1,2018,31,2018,110,40,3.4,136
75000,1,2018,11,2018,2,60,3.91,234.6
75000,1,2018,11,2018,3,200,2.5,500
75000,1,2018,11,2018,7,30,3.64,109.2
75000,1,2018,11,2018,8,100,3.53,353
75000,1,2018,11,2018,25,240,2.5,600
75000,1,2018,11,2018,26,60,3,180
86800,1,2018,17,2018,4,200,5.5,1100
86800,1,2018,17,2018,5,120,5.5,660
86800,1,2018,17,2018,8,435,9.5,4132.5
86800,1,2018,17,2018,9,250,7,1750
86800,1,2018,20,2018,3,850,2.47,2099.5
88028,1,2018,21,2018,12,300,10,3000
88028,1,2018,21,2018,13,300,6,1800
88028,1,2018,20,2018,28,80,16,1280
88028,1,2018,23,2018,1,30,2.5,75
88028,1,2018,23,2018,2,30,10,300
88028,1,2018,23,2018,3,100,2.7,270
88028,1,2018,23,2018,4,5,25,125
88028,1,2018,23,2018,5,80,2.5,200
88028,1,2018,23,2018,6,100,3.5,350
88028,1,2018,23,2018,7,200,3.5,700
88028,1,2018,23,2018,8,100,2.5,250
88028,1,2018,23,2018,9,60,2.5,150
88028,1,2018,23,2018,10,100,2,200
88028,1,2018,23,2018,11,80,2.3,184
88028,1,2018,23,2018,15,80,4,320
88028,1,2018,23,2018,16,30,2,60
88028,1,2018,23,2018,17,100,2,200
88028,1,2018,23,2018,19,60,7,420
88028,1,2018,23,2018,20,60,7,420
88028,1,2018,23,2018,22,100,1.7,170
88028,1,2018,23,2018,25,20,2,40
88028,1,2018,23,2018,26,1000,0.7,700
88028,1,2018,23,2018,27,60,15,900
88028,1,2018,23,2018,29,60,2,120
88028,1,2018,23,2018,30,60,3,180
88028,1,2018,23,2018,31,30,3.5,105
75000,1,2018,12,2018,13,125,7.5,937.5
75000,1,2018,12,2018,14,140,8.5,1190
83700,3,2018,12,2018,10,500,2.5,1250
83700,3,2018,12,2018,17,120,7.5,900
83700,3,2018,12,2018,29,230,3,690
83700,3,2018,12,2018,30,260,1.8,468
83700,3,2018,12,2018,31,4,23,92
83700,3,2018,12,2018,32,140,5.6,784
83700,3,2018,12,2018,33,120,2.3,276
83700,3,2018,12,2018,35,17.5,12.5,218.75
83700,3,2018,12,2018,38,80,7,560
83700,3,2018,13,2018,1,220,3,660
83700,3,2018,13,2018,2,120,4.3,516
83700,3,2018,13,2018,3,35,8,280
83700,3,2018,13,2018,4,220,3.8,836
83700,3,2018,13,2018,6,170,6,1020
83700,3,2018,13,2018,8,270,3.5,945
83700,3,2018,13,2018,9,90,3.5,315
83700,3,2018,13,2018,11,30,10,300
83700,3,2018,13,2018,12,390,2.8,1092
83700,3,2018,13,2018,14,90,3,270
83700,3,2018,13,2018,16,70,8.9,623
83700,3,2018,13,2018,19,60,13,780
83700,3,2018,13,2018,23,30,4,120
83700,3,2018,13,2018,26,3,23,69
56700,2,2018,23,2018,3,200,2.3,460
56700,2,2018,23,2018,20,95,4.16,395.2
50100,3,2017,6,2018,6,1800,4.96,8928
50100,3,2017,6,2018,31,600,14.22,8532
88028,1,2018,24,2018,1,30,2.5,75
88028,1,2018,24,2018,3,100,2.7,270
88028,1,2018,24,2018,6,100,3.5,350
88028,1,2018,24,2018,9,60,2.5,150
88028,1,2018,24,2018,17,100,2,200
88028,1,2018,24,2018,22,100,1.7,170
88028,1,2018,24,2018,26,1000,0.7,700
88028,1,2018,24,2018,29,60,2,120
62700,2,2018,17,2018,1,472,9.16,4323.52
62700,2,2018,17,2018,2,1365,4.41,6019.65
62700,2,2018,17,2018,9,2050,2.52,5166
62700,2,2018,17,2018,27,400,4.39,1756
62700,2,2018,17,2018,31,550,8.22,4521
62700,2,2018,17,2018,44,977,6.44,6291.88
62700,2,2018,17,2018,56,105,9.16,961.8
62700,2,2018,17,2018,57,225,4.41,992.25
62700,2,2018,17,2018,64,120,2.52,302.4
62700,2,2018,17,2018,81,100,4.39,439
62700,2,2018,17,2018,85,350,8.22,2877
50100,3,2017,14,2018,15,400,2.56,1024
50100,3,2017,14,2018,16,500,1.98,990
50100,3,2017,14,2018,28,600,3.26,1956
50100,3,2017,14,2018,30,1500,2.99,4485
53000,6,2017,11,2018,9,500,3,1500
53000,6,2017,11,2018,10,200,21.9,4380
60200,1,2018,15,2018,12,350,8.62,3017
60200,1,2018,15,2018,14,150,9.05,1357.5
70100,1,2018,23,2018,45,110,17.6,1936
70100,1,2018,14,2018,33,30,2.8,84
70100,1,2018,14,2018,37,26,3.96,102.96
70100,1,2018,14,2018,38,10,6.37,63.7
70100,1,2018,14,2018,41,24,4.82,115.68
70100,1,2018,14,2018,42,100,3.38,338
70100,1,2018,14,2018,46,100,3.99,399
88025,1,2018,13,2018,11,90,8,720
88025,1,2018,13,2018,12,35,20,700
70600,1,2018,28,2018,15,60,8.54,512.4
70600,1,2018,28,2018,16,50,9.8,490
70600,1,2018,28,2018,17,90,4.49,404.1
70600,1,2018,28,2018,18,100,5.89,589
53800,1,2018,24,2018,4,500,3,1500
53800,1,2018,24,2018,24,300,3,900
53800,1,2018,25,2018,1,300,4,1200
53800,1,2018,25,2018,2,300,4,1200
53800,1,2018,25,2018,3,200,4,800
53800,1,2018,25,2018,6,150,1.5,225
53800,1,2018,25,2018,7,150,1.5,225
53800,1,2018,25,2018,20,100,4,400
53800,1,2018,25,2018,21,100,4,400
50100,3,2017,16,2018,20,25000,0.42,10500
72800,1,2018,17,2018,21,72,12,864
72800,1,2018,17,2018,22,144,20,2880
72800,1,2018,17,2018,23,102,12,1224
72800,1,2018,17,2018,24,216,12,2592
72800,1,2018,18,2018,27,162,16.5,2673
60200,1,2018,18,2018,1,75,1.89,141.75
60200,1,2018,18,2018,2,2,20.47,40.94
60200,1,2018,18,2018,3,75,2.87,215.25
60200,1,2018,18,2018,4,62.5,3.65,228.13
56700,2,2018,22,2018,4,315,3.26,1026.9
56700,2,2018,22,2018,7,468,2.74,1282.32
56700,2,2018,22,2018,14,360,4.42,1591.2
70100,1,2018,16,2018,21,76,10.9,828.4
70100,1,2018,16,2018,34,20,16,320
70100,1,2018,16,2018,39,50,3.65,182.5
70100,1,2018,20,2018,40,18,23.44,421.92
57800,1,2018,182018,2018,2,64,12.59,805.76
57800,1,2018,182018,2018,3,168,17.8,2990.4
57800,1,2018,182018,2018,4,104,17,1768
79600,5,2018,212018,2018,14,108,4.5,486
79600,5,2018,212018,2018,15,220,3,660
79600,5,2018,212018,2018,16,40,10,400
79600,5,2018,212018,2018,17,40,3.5,140
79600,5,2018,212018,2018,19,100,3,300
79600,5,2018,212018,2018,10,40,4,160
79600,5,2018,212018,2018,12,90,3,270
79600,5,2018,212018,2018,13,70,4.5,315
79600,5,2018,202018,2018,3,4,32.5,130
79600,5,2018,202018,2018,4,70,4,280
79600,5,2018,202018,2018,6,60,4,240
79600,5,2018,202018,2018,7,50,3,150
79600,5,2018,202018,2018,8,40,7,280
79600,5,2018,202018,2018,9,90,3.5,315
79600,5,2018,202018,2018,18,60,3.5,210
79600,5,2018,202018,2018,20,255,1.68,428.4
79600,5,2018,202018,2018,2,200,3.25,650
48600,1,2018,26,2018,9,155,2.81,435.55
48600,1,2018,26,2018,19,140,5.9,826
48600,1,2018,27,2018,12,100,9.58,958
48600,1,2018,27,2018,14,280,18.27,5115.6
48600,1,2018,27,2018,20,50,18.53,926.5
65200,1,2018,28,2018,6,25,20,500
65200,1,2018,28,2018,10,25,2.5,62.5
65200,1,2018,28,2018,14,10,8.5,85
65200,1,2018,28,2018,19,200,1.8,360
65200,1,2018,28,2018,25,155,2.5,387.5
65200,1,2018,28,2018,29,110,3.5,385
65200,1,2018,28,2018,33,185,2.2,407
65200,1,2018,28,2018,38,125,2,250
65200,1,2018,28,2018,43,25,2.5,62.5
65200,1,2018,28,2018,47,100,2.8,280
65200,1,2018,28,2018,54,150,6.2,930
65200,1,2018,28,2018,62,200,1.5,300
65200,1,2018,28,2018,68,30,9.5,285
65200,1,2018,28,2018,74,65,2.4,156
65200,1,2018,28,2018,79,60,6,360
65200,1,2018,28,2018,83,75,2.4,180
65200,1,2018,28,2018,87,50,3,150
65200,1,2018,28,2018,91,75,5,375
65200,1,2018,28,2018,96,25,3,75
65200,1,2018,28,2018,100,15,1.4,21
65200,1,2018,28,2018,105,250,3.5,875
65200,1,2018,28,2018,109,35,3.4,119
48600,1,2018,30,2018,3,850,3.97,3374.5
48600,1,2018,30,2018,10,1900,2.8,5320
48600,1,2018,30,2018,13,38,10.61,403.18
48600,1,2018,30,2018,17,125,24.37,3046.25
48600,1,2018,29,2018,15,600,4.98,2988
48600,1,2018,29,2018,16,130,5.47,711.1
65200,1,2018,33,2018,73,150,14,2100
88048,5,2017,7,2018,18,300,3.65,1095
88048,5,2017,7,2018,20,1800,2.48,4464
88048,5,2017,7,2018,29,200,4.88,976
80300,1,2018,12,2018,3,103,3.47,357.41
80300,1,2018,12,2018,4,11.5,6.05,69.58
80300,1,2018,12,2018,7,92,2.74,252.08
80300,1,2018,12,2018,16,46,2.42,111.32
67200,1,2018,11,2018,1,9,2.28,20.52
67200,1,2018,11,2018,31,32,5.07,162.24
67200,1,2018,11,2018,28,198,2.06,407.88
67200,1,2018,11,2018,27,275,9.86,2711.5
67200,1,2018,11,2018,24,25,10.37,259.25
67200,1,2018,11,2018,22,147.5,13.56,2000.1
67200,1,2018,11,2018,21,915,0.96,878.4
67200,1,2018,11,2018,19,42,2.36,99.12
67200,1,2018,11,2018,18,87,10.08,876.96
67200,1,2018,11,2018,17,22,10.08,221.76
67200,1,2018,11,2018,16,75,5.2,390
67200,1,2018,11,2018,15,180,4.35,783
67200,1,2018,11,2018,13,1840,0.55,1012
60200,1,2018,16,2018,8,6,49.84,299.04
50100,3,2017,12,2018,13,1000,2.85,2850
53000,5,2017,4,2018,15,100,6,600
53000,5,2017,4,2018,16,30,4.5,135
53000,5,2017,4,2018,17,30,6.5,195
53000,5,2017,4,2018,18,450,4,1800
53000,5,2017,4,2018,19,60,3.9,234
53000,5,2017,4,2018,24,50,8.9,445
53000,5,2017,4,2018,25,150,3.5,525
53000,5,2017,4,2018,26,200,3.99,798
53000,5,2017,4,2018,27,60,7.5,450
53000,5,2017,4,2018,28,30,4,120
53000,5,2017,4,2018,29,500,5.99,2995
53000,5,2017,4,2018,31,150,9,1350
53000,5,2017,4,2018,33,100,3,300
53000,5,2017,4,2018,3,100,3,300
53000,5,2017,4,2018,4,700,2.6,1820
53000,5,2017,4,2018,5,150,3.48,522
53000,5,2017,4,2018,7,350,3.5,1225
53000,5,2017,4,2018,9,250,4.5,1125
53000,5,2017,4,2018,11,30,4.5,135
53000,5,2017,4,2018,12,250,3.99,997.5
53000,5,2017,4,2018,13,100,4.5,450
53000,5,2017,4,2018,14,150,6.5,975
83700,3,2018,11,2018,5,3,15,45
83700,3,2018,11,2018,13,12.5,15,187.5
83700,3,2018,11,2018,18,12.5,12.5,156.25
83700,3,2018,11,2018,20,320,6,1920
83700,3,2018,11,2018,21,320,6,1920
83700,3,2018,11,2018,25,3,15,45
83700,3,2018,11,2018,34,515,2.2,1133
83700,3,2018,11,2018,36,830,5,4150
83700,3,2018,11,2018,37,650,9,5850
71300,1,2018,18,2018,5,623,4.89,3046.47
71300,1,2018,18,2018,17,350,7.58,2653
70100,1,2018,12,2018,8,348,2.98,1037.04
70100,1,2018,12,2018,23,224,3.62,810.88
54000,1,2018,16,2018,27,306,8.75,2677.5
54000,1,2018,16,2018,41,462,12,5544
54000,1,2018,17,2018,39,218,4,872
54000,1,2018,17,2018,42,123,2,246
54000,1,2018,17,2018,44,631,4.4,2776.4
88025,1,2018,15,2018,3,600,2.1,1260
88025,1,2018,15,2018,7,75,4.8,360
88025,1,2018,15,2018,10,40,2.75,110
88025,1,2018,15,2018,17,70,3.6,252
72900,1,2017,6,2018,22,100,10.3,1030
72900,1,2017,6,2018,26,20,10.95,219
72900,1,2017,6,2018,27,20,10.95,219
72900,1,2017,9,2018,1,90,1.87,168.3
72900,1,2017,9,2018,2,90,1.73,155.7
72900,1,2017,9,2018,3,70,3.16,221.2
72900,1,2017,9,2018,5,170,6.79,1154.3
72900,1,2017,9,2018,7,80,2.99,239.2
72900,1,2017,9,2018,8,15,2.5,37.5
72900,1,2017,9,2018,9,200,7.19,1438
72900,1,2017,9,2018,18,110,1.89,207.9
72900,1,2017,9,2018,19,30,2.27,68.1
72900,1,2017,9,2018,33,300,1.79,537
72900,1,2017,9,2018,34,130,5.32,691.6
80300,1,2018,10,2018,1,23,4.61,106.03
80300,1,2018,10,2018,2,184,2.25,414
80300,1,2018,10,2018,8,69,2.99,206.31
80300,1,2018,10,2018,15,92,3.34,307.28
80300,1,2018,10,2018,17,11.5,9.01,103.62
54700,71,2017,23,2018,47,80,14.85,1188
54700,71,2017,23,2018,7,500,2.5,1250
54700,71,2017,23,2018,4,4700,2.15,10105
54700,71,2017,23,2018,1,200,6.04,1208
54700,71,2017,22,2018,41,700,6.8,4760
54700,71,2017,22,2018,40,800,7.85,6280
54700,71,2017,26,2018,54,165,3.5,577.5
54700,71,2017,26,2018,53,240,2.85,684
54700,71,2017,26,2018,36,65,2.85,185.25
54700,71,2017,26,2018,34,55,2.8,154
54700,71,2017,26,2018,29,200,2.65,530
54700,71,2017,26,2018,28,200,2.65,530
54700,71,2017,26,2018,21,100,2.95,295
54700,71,2017,26,2018,19,100,2.45,245
54700,71,2017,26,2018,18,70,1,70
54700,71,2017,26,2018,3,15,23.65,354.75
54700,71,2017,25,2018,42,150,2.15,322.5
54700,71,2017,25,2018,39,150,1.65,247.5
54700,71,2017,25,2018,2,500,1.74,870
54700,71,2017,27,2018,57,55,2.8,154
54700,71,2017,27,2018,56,100,3,300
54700,71,2017,27,2018,55,170,3.5,595
54700,71,2017,27,2018,52,150,2.85,427.5
54700,71,2017,27,2018,38,70,2.85,199.5
54700,71,2017,27,2018,35,30,29,870
54700,71,2017,27,2018,20,200,3.85,770
54700,71,2017,27,2018,15,100,2,200
54700,71,2017,24,2018,45,260,3.5,910
54700,71,2017,24,2018,44,250,3.5,875
54700,71,2017,24,2018,43,250,3.5,875
54700,71,2017,24,2018,37,65,2.85,185.25
54700,71,2017,24,2018,33,165,3.5,577.5
54700,71,2017,24,2018,27,90,3.95,355.5
54700,71,2017,24,2018,26,100,3.95,395
54700,71,2017,24,2018,25,90,3.95,355.5
54700,71,2017,24,2018,24,130,4.65,604.5
54700,71,2017,24,2018,23,120,4.65,558
54700,71,2017,24,2018,22,130,4.65,604.5
54700,71,2017,24,2018,17,65,1,65
54700,71,2017,24,2018,16,65,0.95,61.75
54700,71,2017,24,2018,14,240,2.85,684
54700,71,2017,24,2018,13,320,2.5,800
54700,71,2017,24,2018,12,320,2.5,800
54700,71,2017,24,2018,10,100,3,300
54700,71,2017,24,2018,9,150,2.85,427.5
54700,71,2017,24,2018,6,120,1.5,180
54700,71,2017,24,2018,5,120,1.5,180
54700,71,2017,28,2018,46,400,1.4,560
54700,71,2017,28,2018,11,400,5.5,2200
78500,1,2018,232018,2018,23,450,9,4050
78500,1,2018,222018,2018,12,300,3.49,1047
78500,1,2018,222018,2018,4,350,3.49,1221.5
78500,1,2018,212018,2018,3,300,1.79,537
78500,1,2018,202018,2018,22,100,11.99,1199
78500,1,2018,202018,2018,21,100,17.99,1799
78500,1,2018,202018,2018,20,1000,0.79,790
78500,1,2018,202018,2018,19,1000,0.79,790
78500,1,2018,202018,2018,18,700,0.4,280
78500,1,2018,202018,2018,17,3600,0.55,1980
78500,1,2018,202018,2018,16,450,4.99,2245.5
78500,1,2018,202018,2018,15,400,4.49,1796
78500,1,2018,202018,2018,14,200,11.99,2398
78500,1,2018,202018,2018,13,200,11.99,2398
78500,1,2018,202018,2018,10,400,8.49,3396
78500,1,2018,202018,2018,9,100,12.99,1299
78500,1,2018,202018,2018,8,100,12.99,1299
78500,1,2018,202018,2018,7,100,19.99,1999
78500,1,2018,202018,2018,6,100,19.99,1999
