id_estado,cd_orgao,nr_lote,nr_licitacao,ano_licitacao,nr_contrato,ano_contrato,nr_item,qt_itens_contrato,vl_item_contrato,vl_total_item_contrato
43,66600,1,2,2018,109,2018,14,10,16,160
43,66600,1,2,2018,109,2018,16,6,21,126
43,64500,1,1,2018,24,2018,2,15,24,360
43,64500,1,1,2018,24,2018,10,100,3.9,390
43,64500,1,1,2018,24,2018,11,20,18.6,372
43,64500,1,1,2018,24,2018,16,120,16.8,2016
43,64500,1,1,2018,24,2018,18,100,1.95,195
43,72400,1,1,2018,8,2018,21,500,10.86,5430
43,88020,1,1,2018,24,2018,23,100,3.17,317
43,88020,1,1,2018,24,2018,25,50,2.8,140
43,88020,1,1,2018,24,2018,27,25,3.25,81.25
43,88020,1,1,2018,24,2018,37,60,1.2,72
43,88020,1,1,2018,24,2018,40,70,3.27,228.9
43,88020,1,1,2018,24,2018,42,30,7.5,225
43,88020,1,1,2018,24,2018,50,60,3,180
43,88020,1,1,2018,24,2018,51,50,5.9,295
43,88020,1,1,2018,24,2018,54,60,8.3,498
43,88020,1,1,2018,24,2018,55,30,5,150
43,45200,1,1,2018,41,2018,15,200,5.59,1118
43,85900,1,1,2018,17,2018,6,209,3.5,731.5
43,56900,1,1,2018,33,2018,3,2612,6.15,16063.8
43,56900,1,1,2018,33,2018,5,712,2.78,1979.36
43,56900,1,1,2018,33,2018,7,908,2.9,2633.2
43,56900,1,1,2018,33,2018,21,688,6.56,4513.28
43,56900,1,1,2018,33,2018,23,6492,9.3,60375.6
43,71700,1,4,2018,18,2018,6,250,4.5,1125
43,71700,1,4,2018,18,2018,13,425,5.5,2337.5
43,71700,1,4,2018,18,2018,17,120,3,360
43,71700,1,4,2018,18,2018,18,425,5.5,2337.5
43,71700,1,4,2018,18,2018,19,50,3,150
43,71700,1,4,2018,18,2018,27,90,3.5,315
43,71700,1,4,2018,18,2018,28,125,20,2500
43,71700,1,4,2018,18,2018,29,460,5.5,2530
43,71700,1,4,2018,18,2018,30,370,5.5,2035
43,71700,1,4,2018,18,2018,31,810,3.3,2673
43,88026,1,1,2018,152018,2018,25,250,15.5,3875
43,88026,1,1,2018,152018,2018,13,60,16,960
43,88026,1,1,2018,152018,2018,6,100,10,1000
43,88026,1,1,2018,112018,2018,19,150,12.96,1944
43,88026,1,1,2018,112018,2018,12,150,12.5,1875
43,88026,1,1,2018,112018,2018,11,150,11.9,1785
43,88026,1,1,2018,112018,2018,10,60,13,780
43,88026,1,1,2018,112018,2018,9,100,13,1300
43,88026,1,1,2018,172018,2018,30,132,8.9,1174.8
43,88026,1,1,2018,172018,2018,23,150,7.99,1198.5
43,88026,1,1,2018,172018,2018,20,60,3.08,184.8
43,88026,1,1,2018,172018,2018,5,40,3.64,145.6
43,88026,1,1,2018,122018,2018,28,17500,0.58,10150
43,88026,1,1,2018,122018,2018,26,120,13,1560
43,50800,1,2,2018,3449,2018,9,20,7.67,153.4
43,50800,1,2,2018,3449,2018,4,200,2.43,486
43,50800,1,2,2018,3449,2018,10,30,22.25,667.5
43,50800,1,2,2018,3449,2018,8,400,4.18,1672
43,50800,1,2,2018,3449,2018,7,24,10.3,247.2
43,50800,1,2,2018,3449,2018,6,70,2.93,205.1
43,50800,1,2,2018,3449,2018,5,500,2.28,1140
43,50800,1,2,2018,3449,2018,3,5,22.5,112.5
43,50800,1,2,2018,3449,2018,2,30,17.6,528
43,50800,1,2,2018,3449,2018,1,4,24.96,99.84
43,78000,1,1,2018,20,2018,12,50,4.4,220
43,78000,1,1,2018,20,2018,34,30,11.5,345
43,78000,1,1,2018,20,2018,41,25,8.5,212.5
43,78000,1,1,2018,20,2018,48,2000,0.45,900
43,78000,1,1,2018,20,2018,50,80,2.4,192
43,51700,12,79,2018,55,2018,12,3487,3.75,13076.25
43,71700,1,4,2018,16,2018,20,700,6.5,4550
43,70100,1,1,2018,15,2018,44,60,16.25,975
43,51700,14,79,2018,56,2018,14,1045,2.33,2434.85
43,51700,10,79,2018,56,2018,10,347,6.5,2255.5
43,51700,7,79,2018,56,2018,7,3436,2.3,7902.8
43,51700,6,79,2018,56,2018,6,1290,2.76,3560.4
43,51700,5,79,2018,56,2018,5,2234,2.9,6478.6
43,51700,4,79,2018,56,2018,4,5273,4.31,22726.63
43,51700,20,79,2018,70,2018,20,1146,2.8,3208.8
43,51700,19,79,2018,70,2018,19,855,4.05,3462.75
43,51700,18,79,2018,70,2018,18,2121,2.72,5769.12
43,51700,25,79,2018,68,2018,25,400,15.46,6184
43,51700,14,79,2018,57,2018,14,1045,2.33,2434.85
43,51700,7,79,2018,57,2018,7,3436,2.3,7902.8
43,51700,6,79,2018,57,2018,6,1290,2.76,3560.4
43,51700,4,79,2018,57,2018,4,5273,4.31,22726.63
43,51700,3,79,2018,57,2018,3,969,3.46,3352.74
43,51700,23,79,2018,66,2018,23,3160,18.83,59502.8
43,51700,7,79,2018,58,2018,7,3436,2.3,7902.8
43,51700,4,79,2018,58,2018,4,5273,4.31,22726.63
43,51700,3,79,2018,58,2018,3,969,3.46,3352.74
43,51700,21,79,2018,67,2018,21,732,12.3,9003.6
43,51700,10,79,2018,59,2018,10,347,6.5,2255.5
43,51700,6,79,2018,59,2018,6,1290,2.76,3560.4
43,51700,5,79,2018,59,2018,5,2234,2.9,6478.6
43,51700,24,79,2018,69,2018,24,564,26.33,14850.12
43,51700,23,79,2018,64,2018,23,3160,18.83,59502.8
43,51700,23,79,2018,65,2018,23,3160,18.83,59502.8
43,51700,13,79,2018,63,2018,13,3062,4.46,13656.52
43,51700,11,79,2018,63,2018,11,15675,3.48,54549
43,51700,9,79,2018,63,2018,9,907,28.26,25631.82
43,51700,8,79,2018,63,2018,8,2075,14.8,30710
43,51700,1,79,2018,63,2018,1,24836,2.98,74011.28
43,51700,22,79,2018,61,2018,22,2314,4.93,11408.02
43,51700,16,79,2018,60,2018,16,2500,2.66,6650
43,51700,15,79,2018,60,2018,15,1580,2.83,4471.4
43,51700,7,79,2018,62,2018,7,3436,2.3,7902.8
43,51700,6,79,2018,62,2018,6,1290,2.76,3560.4
43,51700,5,79,2018,62,2018,5,2234,2.9,6478.6
43,51700,2,79,2018,62,2018,2,3321,2.83,9398.43
43,61800,1,1,2018,49,2018,1,350,0,0
43,61800,1,1,2018,49,2018,14,2205,0,0
43,61800,1,1,2018,49,2018,15,630,0,0
43,61800,1,1,2018,49,2018,17,500,0,0
43,78000,1,1,2018,15,2018,25,750,0.45,337.5
43,78000,1,1,2018,19,2018,30,500,6,3000
43,72400,1,1,2018,10,2018,22,250,1.6,400
43,72400,1,1,2018,9,2018,18,60,22,1320
43,78000,1,1,2018,17,2018,28,30,16.5,495
43,78000,1,1,2018,17,2018,51,15,6,90
43,68700,1,3,2018,232018,2018,18,800,3.95,3160
43,68700,1,3,2018,202018,2018,10,150,2.81,421.5
43,68700,1,3,2018,202018,2018,25,800,3.34,2672
43,68700,1,3,2018,192018,2018,31,80,10.99,879.2
43,68700,1,3,2018,192018,2018,1,250,2.66,665
43,68700,1,3,2018,192018,2018,8,450,4.74,2133
43,68700,1,3,2018,192018,2018,21,100,10,1000
43,68700,1,3,2018,182018,2018,11,250,4.25,1062.5
43,68700,1,3,2018,252018,2018,9,1000,0.5,500
43,68700,1,3,2018,252018,2018,17,250,4.89,1222.5
43,68700,1,3,2018,252018,2018,26,40,3.97,158.8
43,68700,1,3,2018,252018,2018,27,40,6.98,279.2
43,68700,1,3,2018,242018,2018,15,160,2,320
43,68700,1,3,2018,242018,2018,2,250,2.66,665
43,68700,1,3,2018,242018,2018,5,200,4.37,874
43,68700,1,3,2018,242018,2018,6,100,3.18,318
43,68700,1,3,2018,242018,2018,13,100,4.81,481
43,68700,1,3,2018,242018,2018,16,100,7.05,705
43,68700,1,3,2018,242018,2018,22,50,4.76,238
43,68700,1,3,2018,242018,2018,23,100,4.37,437
43,68700,1,3,2018,262018,2018,20,32,12.98,415.36
43,68700,1,3,2018,262018,2018,19,32,12.98,415.36
43,68700,1,3,2018,222018,2018,3,300,3.02,906
43,45200,1,1,2018,36,2018,1,135,5.65,762.75
43,45200,1,1,2018,36,2018,22,130,3.88,504.4
43,45200,1,1,2018,36,2018,23,50,3.98,199
43,45200,1,1,2018,36,2018,27,100,2.89,289
43,59600,1,1,2018,6,2018,18,80,3.44,275.2
43,59600,1,1,2018,6,2018,27,200,1.6,320
43,68700,1,3,2018,282018,2018,14,100,4.98,498
43,68700,1,3,2018,292018,2018,28,300,8.98,2694
43,68700,1,3,2018,272018,2018,4,150,2.71,406.5
43,68700,1,3,2018,272018,2018,12,150,3.69,553.5
43,68700,1,3,2018,212018,2018,24,350,5.24,1834
43,88020,1,1,2018,22,2018,53,20,6.5,130
43,88020,1,1,2018,22,2018,56,85,2.38,202.3
43,88020,1,1,2018,22,2018,57,195,8.75,1706.25
43,88020,1,1,2018,22,2018,58,225,9.43,2121.75
43,88020,1,1,2018,22,2018,60,200,4.53,906
43,45200,1,1,2018,35,2018,3,265,2.35,622.75
43,45200,1,1,2018,35,2018,22,135,3.88,523.8
43,45200,1,1,2018,35,2018,27,100,2.89,289
43,45200,1,1,2018,34,2018,14,30,18.5,555
43,45200,1,1,2018,34,2018,18,15,9.33,139.95
43,45200,1,1,2018,34,2018,19,15,9.25,138.75
43,45200,1,1,2018,34,2018,20,15,13.19,197.85
43,45200,1,1,2018,34,2018,24,50,12.7,635
43,45200,1,1,2018,34,2018,26,70,10.16,711.2
43,45200,1,1,2018,39,2018,17,60,2.48,148.8
43,45200,1,1,2018,39,2018,28,1000,5,5000
43,52600,1,1,2018,138,2018,9,1400,25.9,36260
43,52600,1,1,2018,138,2018,16,180,8.3,1494
43,52600,1,1,2018,136,2018,17,1100,4.5,4950
43,52600,1,1,2018,139,2018,8,490,25.9,12691
43,52600,1,1,2018,139,2018,15,320,15,4800
43,52600,1,1,2018,137,2018,1,600,2,1200
43,52600,1,1,2018,137,2018,12,150,18,2700
43,52600,1,1,2018,137,2018,23,500,5.8,2900
43,52600,1,1,2018,140,2018,5,500,20,10000
43,52600,1,1,2018,141,2018,2,300,15,4500
43,52600,1,1,2018,141,2018,3,370,4.25,1572.5
43,52600,1,1,2018,141,2018,4,500,4.1,2050
43,52600,1,1,2018,141,2018,6,400,4.1,1640
43,52600,1,1,2018,141,2018,7,3100,4.62,14322
43,52600,1,1,2018,141,2018,10,650,4,2600
43,52600,1,1,2018,141,2018,11,400,4.5,1800
43,52600,1,1,2018,141,2018,13,800,7.35,5880
43,52600,1,1,2018,141,2018,14,6000,3.7,22200
43,52600,1,1,2018,141,2018,20,350,2.9,1015
43,52600,1,1,2018,141,2018,21,300,9.2,2760
43,52600,1,1,2018,141,2018,22,620,2.5,1550
43,52600,1,1,2018,141,2018,19,425,28,11900
43,47600,1,12,2017,17,2018,2,100,180,18000
43,41800,1,1,2018,21,2018,5,100,2.6,260
43,41800,1,1,2018,21,2018,27,150,2.3,345
43,41800,1,1,2018,21,2018,38,100,2.4,240
43,41800,1,1,2018,21,2018,40,50,4.5,225
43,41800,1,1,2018,23,2018,41,20,13.65,273
43,41800,1,1,2018,19,2018,39,185,12.95,2395.75
43,41800,1,1,2018,24,2018,34,60,6.3,378
43,41800,1,1,2018,24,2018,32,200,10.35,2070
43,82300,1,2,2018,9,2018,14,84,5.5,462
43,75800,1,1,2018,21,2018,21,120,2.3,276
43,77800,1,1,2018,10,2018,11,260,2.95,767
43,77800,1,1,2018,10,2018,13,30,3.95,118.5
43,77800,1,1,2018,10,2018,14,40,5,200
43,77800,1,1,2018,10,2018,21,100,2.98,298
43,77800,1,1,2018,10,2018,23,60,4.85,291
43,77800,1,1,2018,9,2018,24,20,5.18,103.6
43,77800,1,1,2018,9,2018,25,20,6.19,123.8
43,77800,1,1,2018,9,2018,26,30,2.99,89.7
43,77800,1,1,2018,9,2018,27,50,8.78,439
43,77800,1,1,2018,9,2018,19,60,12.8,768
43,59600,1,1,2018,4,2018,28,200,10.73,2146
43,59400,1,3,2018,222018,2018,12,426,4.65,1980.9
43,59400,1,3,2018,222018,2018,22,292,12.4,3620.8
43,59400,1,3,2018,262018,2018,2,632.5,2.7,1707.75
43,59400,1,3,2018,262018,2018,23,56,6,336
43,59400,1,3,2018,252018,2018,11,306,14.9,4559.4
43,59400,1,3,2018,282018,2018,1,885,1.5,1327.5
43,59400,1,3,2018,282018,2018,19,540,2.5,1350
43,59400,1,3,2018,282018,2018,24,817.5,4,3270
43,47200,1,11,2018,88,2018,27,8000,2.39,19120
43,47200,1,11,2018,77,2018,1,100,4,400
43,77300,1,23,2018,93,2018,2,160,3.19,510.4
43,77300,1,23,2018,93,2018,1,2643,2.64,6977.52
43,77300,1,23,2018,58,2018,5,7,3.2,22.4
43,77300,1,23,2018,58,2018,6,84,2.66,223.44
43,77300,1,23,2018,58,2018,14,399,3,1197
43,77900,1,1,2018,10,2018,35,20,4.79,95.8
43,77900,1,1,2018,10,2018,38,15,3.65,54.75
43,77900,1,1,2018,10,2018,48,60,2.49,149.4
43,40200,1,1,2018,70,2018,15,100,3.5,350
43,80600,1,1,2018,9,2018,5,100,2.5,250
43,80600,1,1,2018,9,2018,10,100,2,200
43,80600,1,1,2018,9,2018,13,300,0.8,240
43,51800,1,1,2018,38,2018,1,80,3.75,300
43,51800,1,1,2018,38,2018,2,120,8.5,1020
43,51800,1,1,2018,38,2018,3,45,2.5,112.5
43,51800,1,1,2018,38,2018,14,90,7,630
43,51800,1,1,2018,38,2018,15,150,4.62,693
43,51800,1,1,2018,38,2018,16,360,12.75,4590
43,51800,1,1,2018,38,2018,17,100,3.5,350
43,51800,1,1,2018,38,2018,22,225,7.5,1687.5
43,51800,1,1,2018,38,2018,24,80,5.35,428
43,51800,1,1,2018,38,2018,28,50,5,250
43,51800,1,1,2018,38,2018,29,250,13.9,3475
43,51800,1,1,2018,38,2018,30,300,4.5,1350
43,51800,1,1,2018,38,2018,32,60,7.5,450
43,51800,1,1,2018,38,2018,33,130,2.99,388.7
43,51800,1,1,2018,38,2018,36,180,4,720
43,51800,1,1,2018,38,2018,37,25,7.2,180
43,51800,1,1,2018,38,2018,38,280,19.5,5460
43,51800,1,1,2018,38,2018,40,80,2.2,176
43,51800,1,1,2018,38,2018,41,180,22.5,4050
43,51800,1,1,2018,38,2018,44,190,4.49,853.1
43,51800,1,1,2018,39,2018,5,11,23.63,259.93
43,51800,1,1,2018,39,2018,6,120,3.6,432
43,51800,1,1,2018,39,2018,7,180,4.2,756
43,51800,1,1,2018,39,2018,21,20,15.99,319.8
43,51800,1,1,2018,39,2018,23,135,9.89,1335.15
43,51800,1,1,2018,39,2018,42,400,8.79,3516
43,51800,1,1,2018,39,2018,46,60,12.97,778.2
43,77900,1,1,2018,8,2018,30,5,12,60
43,40200,1,1,2018,72,2018,9,50,2.3,115
43,40200,1,1,2018,72,2018,10,50,10.5,525
43,40200,1,1,2018,74,2018,16,50,8,400
43,40200,1,1,2018,74,2018,17,50,7,350
43,55800,1,1,2018,26,2018,2,500,4.5,2250
43,55800,1,1,2018,26,2018,18,120,5.9,708
43,40200,1,1,2018,71,2018,23,300,5.5,1650
43,55800,1,1,2018,20,2018,32,100,1.9,190
43,55800,1,1,2018,20,2018,36,50,5.9,295
43,40200,1,1,2018,75,2018,13,350,1.9,665
43,69600,1,1,2018,9,2018,36,5000,0.8,4000
43,69600,1,1,2018,9,2018,37,100,8,800
43,69600,1,1,2018,10,2018,18,50,1,50
43,69600,1,1,2018,10,2018,24,250,1.5,375
43,69600,1,1,2018,10,2018,25,10,5,50
43,69600,1,1,2018,10,2018,26,500,3.45,1725
43,69600,1,1,2018,10,2018,27,20,6.6,132
43,77900,1,1,2018,12,2018,40,20,2.45,49
43,77900,1,1,2018,12,2018,42,15,4.25,63.75
43,77900,1,1,2018,12,2018,57,10,4.15,41.5
43,77900,1,1,2018,12,2018,64,10,7.15,71.5
43,51400,11,1,2018,32,2018,11,6000,2.75,16500
43,51400,12,1,2018,32,2018,12,4000,2.68,10720
43,85400,1,1,2018,130,2018,20,2150,6.3,13545
43,85400,1,1,2018,125,2018,1,650,5.9,3835
43,85400,1,1,2018,125,2018,2,1550,1.9,2945
43,85400,1,1,2018,125,2018,5,3650,3.5,12775
43,85400,1,1,2018,125,2018,6,1100,2.8,3080
43,85400,1,1,2018,125,2018,8,850,2.95,2507.5
43,85400,1,1,2018,125,2018,14,1350,3.1,4185
43,85400,1,1,2018,125,2018,15,1550,3.2,4960
43,85400,1,1,2018,125,2018,17,950,1.7,1615
43,85400,1,1,2018,125,2018,19,500,11.5,5750
43,85400,1,1,2018,125,2018,25,1100,4.8,5280
43,85400,1,1,2018,125,2018,27,550,3.8,2090
43,85400,1,1,2018,125,2018,29,1450,2.95,4277.5
43,85400,1,1,2018,125,2018,30,1050,1.7,1785
43,85400,1,1,2018,125,2018,31,2200,4,8800
43,77900,1,1,2018,9,2018,29,20,16.8,336
43,77900,1,1,2018,9,2018,61,30,16.8,504
43,82700,1,5,2018,74,2018,3,470,5.1,2397
43,82700,1,5,2018,74,2018,4,200,1.9,380
43,82700,1,5,2018,74,2018,5,300,1.5,450
43,82700,1,5,2018,74,2018,6,150,1.5,225
43,82700,1,5,2018,74,2018,9,5500,3.5,19250
43,82700,1,5,2018,74,2018,10,350,2.9,1015
43,82700,1,5,2018,74,2018,19,350,13,4550
43,82700,1,5,2018,74,2018,23,140,2.1,294
43,82700,1,5,2018,74,2018,24,300,15.5,4650
43,82700,1,5,2018,74,2018,28,200,6,1200
43,82700,1,5,2018,74,2018,35,250,12.6,3150
43,82700,1,5,2018,74,2018,38,60,15,900
43,82700,1,5,2018,74,2018,40,200,3.5,700
43,82700,1,5,2018,74,2018,41,70,2.2,154
43,82700,1,5,2018,74,2018,43,730,11.3,8249
43,82700,1,5,2018,74,2018,44,100,1.45,145
43,85400,1,1,2018,126,2018,7,350,2.8,980
43,85400,1,1,2018,126,2018,13,600,2.8,1680
43,85400,1,1,2018,126,2018,16,550,3,1650
43,85400,1,1,2018,126,2018,23,1200,2,2400
43,85400,1,1,2018,126,2018,26,124,25,3100
43,85400,1,1,2018,126,2018,28,60,1.8,108
43,85400,1,1,2018,126,2018,32,250,5.8,1450
43,85400,1,1,2018,127,2018,9,900,2.92,2628
43,85400,1,1,2018,127,2018,10,700,2.92,2044
43,85400,1,1,2018,127,2018,11,900,2.92,2628
43,85400,1,1,2018,127,2018,12,800,2.92,2336
43,85400,1,1,2018,127,2018,18,180,4.95,891
43,40200,1,1,2018,76,2018,6,170,6.05,1028.5
43,40200,1,1,2018,76,2018,8,85,4.85,412.25
43,40200,1,1,2018,76,2018,12,20,3.15,63
43,40200,1,1,2018,76,2018,14,230,19.8,4554
43,40200,1,1,2018,76,2018,18,60,5.3,318
43,40200,1,1,2018,76,2018,19,225,6.3,1417.5
43,40200,1,1,2018,76,2018,20,20,4.85,97
43,80600,1,1,2018,8,2018,16,100,5.5,550
43,77900,1,1,2018,6,2018,50,50,8.91,445.5
43,77900,1,1,2018,6,2018,51,40,29.62,1184.8
43,77900,1,1,2018,6,2018,59,12,23.63,283.56
43,85400,1,1,2018,128,2018,3,3200,3.5,11200
43,85400,1,1,2018,128,2018,4,1050,3.5,3675
43,47200,1,11,2018,78,2018,14,50,12.5,625
43,47200,1,11,2018,78,2018,21,100,7.5,750
43,47200,1,11,2018,78,2018,13,50,12,600
43,85400,1,1,2018,129,2018,24,1150,30.96,35604
43,47200,1,11,2018,85,2018,26,10000,0.5,5000
43,47200,1,11,2018,85,2018,33,1600,0.75,1200
43,47200,1,11,2018,86,2018,4,100,9.5,950
43,47200,1,11,2018,86,2018,15,200,9.5,1900
43,47200,1,11,2018,86,2018,29,300,10,3000
43,82700,1,5,2018,73,2018,33,2000,7,14000
43,77700,1,1,2018,17,2018,30,50,14,700
43,55800,1,1,2018,18,2018,19,115,3.4,391
43,81100,1,34,2018,68,2018,1,20,12,240
43,81100,1,34,2018,68,2018,2,26,4.25,110.5
43,81100,1,34,2018,68,2018,3,74,4.25,314.5
43,81100,1,34,2018,68,2018,4,10,4.25,42.5
43,81100,1,34,2018,68,2018,9,35,3.5,122.5
43,81100,1,34,2018,68,2018,10,20,4,80
43,81100,1,34,2018,68,2018,11,20,3.9,78
43,81100,1,34,2018,68,2018,14,50,6.5,325
43,81100,1,34,2018,68,2018,15,40,5.5,220
43,81100,1,34,2018,68,2018,21,15,10,150
43,81100,1,34,2018,68,2018,33,35,2.9,101.5
43,81100,1,34,2018,68,2018,35,35,15,525
43,81100,1,34,2018,68,2018,36,50,5.9,295
43,81100,1,34,2018,68,2018,37,2,10,20
43,77300,1,23,2018,59,2018,3,221,5.09,1124.89
43,77300,1,23,2018,59,2018,4,1231,7.98,9823.38
43,55800,1,1,2018,23,2018,37,180,3,540
43,51400,5,1,2018,31,2018,5,150,13.49,2023.5
43,51400,6,1,2018,31,2018,6,300,13.49,4047
43,51400,8,1,2018,31,2018,8,200,3.78,756
43,51400,10,1,2018,31,2018,10,100,4.07,407
43,51400,1,1,2018,30,2018,1,150,17.37,2605.5
43,51400,2,1,2018,30,2018,2,150,17.37,2605.5
43,51400,3,1,2018,30,2018,3,150,17.37,2605.5
43,51400,4,1,2018,30,2018,4,34,42.9,1458.6
43,51400,7,1,2018,30,2018,7,150,17.37,2605.5
43,55800,1,1,2018,25,2018,16,164,11,1804
43,55800,1,1,2018,25,2018,30,60,4.5,270
43,55800,1,1,2018,25,2018,31,600,8.5,5100
43,81100,1,34,2018,67,2018,25,30.24,10.5,317.52
43,81100,1,34,2018,67,2018,26,34.1,10.4,354.64
43,81100,1,34,2018,67,2018,27,25,10.8,270
43,81100,1,34,2018,67,2018,28,18,9.8,176.4
43,81100,1,34,2018,67,2018,5,30,15,450
43,81100,1,34,2018,67,2018,6,23,18,414
43,81100,1,34,2018,67,2018,7,23,18,414
43,81100,1,34,2018,67,2018,13,11.2,10.5,117.6
43,81100,1,34,2018,67,2018,22,34.1,10.8,368.28
43,81100,1,34,2018,67,2018,23,18.85,10.8,203.58
43,81100,1,34,2018,67,2018,24,20,10.5,210
43,81100,1,34,2018,67,2018,29,28.16,9.8,275.97
43,81100,1,34,2018,67,2018,30,18,9.8,176.4
43,81100,1,34,2018,67,2018,31,13.2,13,171.6
43,81100,1,34,2018,67,2018,34,25,23,575
43,85300,1,1,2018,18,2018,25,9,2.5,22.5
43,81100,1,34,2018,69,2018,16,28,9.1,254.8
43,81100,1,34,2018,69,2018,17,20,9.1,182
43,81100,1,34,2018,69,2018,18,17,14,238
43,81100,1,34,2018,69,2018,19,20,9.1,182
43,81100,1,34,2018,69,2018,20,20,9.1,182
43,81100,1,34,2018,69,2018,32,16,24,384
43,63700,1,1,2018,332018,2018,11,452,15.6,7051.2
43,63700,1,1,2018,332018,2018,10,610,16.23,9900.3
43,63700,1,1,2018,352018,2018,30,338,14.25,4816.5
43,77900,1,1,2018,7,2018,12,25,16.5,412.5
43,77900,1,1,2018,7,2018,37,35,16.75,586.25
43,77900,1,1,2018,7,2018,44,20,16.5,330
43,77900,1,1,2018,7,2018,53,40,10.45,418
43,77900,1,1,2018,7,2018,54,60,9.95,597
43,77900,1,1,2018,7,2018,55,20,10.29,205.8
43,77900,1,1,2018,7,2018,56,30,9.14,274.2
43,77700,1,1,2018,12,2018,15,200,1.25,250
43,77700,1,1,2018,13,2018,2,180,4.5,810
43,77700,1,1,2018,13,2018,18,150,6,900
43,77900,1,1,2018,11,2018,34,30,2.89,86.7
43,77900,1,1,2018,11,2018,47,10,8.95,89.5
43,73000,1,1,2018,52018,2018,1,12,1670,20040
43,47200,1,11,2018,82,2018,1,100,4,400
43,47200,1,11,2018,82,2018,2,400,4.5,1800
43,57600,1,1,2018,50,2018,11,20000,3,60000
43,47500,1,1,2018,52,2018,2,350,2.94,1029
43,47500,1,1,2018,52,2018,12,900,6.75,6075
43,47500,1,1,2018,52,2018,28,2000,4.54,9080
43,47500,1,1,2018,52,2018,29,1200,3.15,3780
43,42800,1,2679,2018,4825,2018,3,150,3.58,537
43,47500,1,1,2018,53,2018,35,500,2.09,1045
43,47500,1,1,2018,53,2018,3,400,2.38,952
43,47500,1,1,2018,53,2018,5,400,5.17,2068
43,47500,1,1,2018,53,2018,6,600,4.69,2814
43,47500,1,1,2018,53,2018,11,2400,3.47,8328
43,47500,1,1,2018,53,2018,18,1700,2.14,3638
43,47500,1,1,2018,53,2018,26,1100,2.98,3278
43,47500,1,1,2018,53,2018,30,700,6.37,4459
43,47500,1,1,2018,53,2018,33,600,2.83,1698
43,47500,1,1,2018,53,2018,34,500,1.83,915
43,55200,1,1,2018,66,2018,9,525,4.04,2121
43,55200,1,1,2018,67,2018,15,30,2.92,87.6
43,55200,1,1,2018,67,2018,18,1575,3.2,5040
43,55200,1,1,2018,67,2018,23,150,5.95,892.5
43,55200,1,1,2018,68,2018,28,540,20.14,10875.6
43,53100,1,1,2018,41,2018,8,30,15,450
43,42800,1,2679,2018,4827,2018,1,3500,1.98,6930
43,42800,1,2679,2018,4827,2018,2,200,4.35,870
43,47500,1,1,2018,55,2018,4,2200,6.24,13728
43,47500,1,1,2018,55,2018,10,5600,3.51,19656
43,47200,1,11,2018,84,2018,40,400,12,4800
43,47200,1,11,2018,84,2018,43,30,4,120
43,53100,1,1,2018,43,2018,15,204,5,1020
43,47500,1,1,2018,64,2018,2,350,2.94,1029
43,47500,1,1,2018,64,2018,12,900,6.75,6075
43,47500,1,1,2018,64,2018,17,450,2.99,1345.5
43,47500,1,1,2018,64,2018,20,250,2.31,577.5
43,47500,1,1,2018,64,2018,31,370,3.34,1235.8
43,47500,1,1,2018,64,2018,32,1100,2.03,2233
43,47500,1,1,2018,64,2018,37,4500,1.43,6435
43,47500,1,1,2018,64,2018,38,8000,4.61,36880
43,47900,1,1,2018,10,2018,29,80,1.5,120
43,42100,1,1,2018,56,2018,3,14655,1.91,27991.05
43,42100,1,1,2018,56,2018,4,220,24.33,5352.6
43,42100,1,1,2018,56,2018,5,960,4.81,4617.6
43,42100,1,1,2018,56,2018,6,36370,3.27,118929.9
43,42100,1,1,2018,56,2018,7,4700,3.72,17484
43,42100,1,1,2018,56,2018,8,4720,3.23,15245.6
43,42100,1,1,2018,56,2018,9,10045,2.59,26016.55
43,42100,1,1,2018,56,2018,10,5062,3.22,16299.64
43,42100,1,1,2018,56,2018,11,1950,6.5,12675
43,42100,1,1,2018,56,2018,12,3250,6.43,20897.5
43,42100,1,1,2018,56,2018,13,2880,4.04,11635.2
43,42100,1,1,2018,56,2018,14,2660,3.67,9762.2
43,42100,1,1,2018,56,2018,15,8868,3.68,32634.24
43,42100,1,1,2018,56,2018,16,8050,2.94,23667
43,42100,1,1,2018,56,2018,17,1100,2.03,2233
43,42100,1,1,2018,56,2018,18,660,4.28,2824.8
43,42100,1,1,2018,56,2018,19,740,12.75,9435
43,42100,1,1,2018,56,2018,20,420,12.75,5355
43,42100,1,1,2018,56,2018,21,2080,2.56,5324.8
43,42100,1,1,2018,56,2018,22,500,6.6,3300
43,42100,1,1,2018,56,2018,23,13435,2.7,36274.5
43,42100,1,1,2018,56,2018,24,1270,2.64,3352.8
43,42100,1,1,2018,56,2018,25,2110,5.71,12048.1
43,42100,1,1,2018,56,2018,26,6024,4.24,25541.76
43,42100,1,1,2018,56,2018,27,13500,4.34,58590
43,42100,1,1,2018,56,2018,30,7785,2.68,20863.8
43,42100,1,1,2018,56,2018,31,32000,0.83,26560
43,42100,1,1,2018,56,2018,32,56850,0.81,46048.5
43,42100,1,1,2018,56,2018,33,2470,4.13,10201.1
43,42100,1,1,2018,56,2018,34,2910,2.43,7071.3
43,42100,1,1,2018,56,2018,36,8827,12,105924
43,42100,1,1,2018,56,2018,37,7138,1.65,11777.7
