id_estado,nm_municipio,licitacao_ano,descricao_objeto,tipo_licitacao,permite_subcontratacao,tp_fornecimento,vl_estimado_licitacao_total,total_concorrentes,contrato_ano,vl_contrato_com_fornecedor
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,70/2017,3716.99
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,78/2017,3112.98
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,84/2017,17624
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,87/2017,16500
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,89/2017,1708.84
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,90/2017,3530.91
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,77/2017,4587.6
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,85/2017,4127.34
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,82/2017,17624
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,97/2017,5218.68
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,76/2017,17624
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,83/2017,3000
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,88/2017,3074.93
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,93/2017,18555.5
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,96/2017,17624
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,72/2017,17624
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,73/2017,5209.09
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,74/2017,10463
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,86/2017,3181.63
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,94/2017,18555.5
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,95/2017,4827.55
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,99/2017,505.75
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,92/2017,6491.65
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,91/2017,2050
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,69/2017,3212.89
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,75/2017,6153.15
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,79/2017,10463
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,81/2017,2765.98
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,80/2017,16500
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,71/2017,3711.14
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,100/2017,1752.82
43,Rio Pardo,10/2017,Aquisição de Gêneros Alimentícios da Agricultura Familiar.,N�o se aplica,N�o,Integral,259000,32,98/2017,4528.83
43,Restinga Seca,1/2017,"O objeto da presente Chamada Pública é a de aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar/PNAE",N�o se aplica,N�o,Parcelado,134347.82,4,47/2017,47100
43,Restinga Seca,1/2017,"O objeto da presente Chamada Pública é a de aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar/PNAE",N�o se aplica,N�o,Parcelado,134347.82,4,43/2017,87247.82
43,Restinga Seca,1/2017,"O objeto da presente Chamada Pública é a de aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar/PNAE",N�o se aplica,N�o,Parcelado,134347.82,4,46/2017,21000
43,Restinga Seca,1/2017,"O objeto da presente Chamada Pública é a de aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar/PNAE",N�o se aplica,N�o,Parcelado,134347.82,4,45/2017,26100
43,Novo Barreiro,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas organizações, destinado ao atendimento ao Programa Nacional de Alimentação Escolar-PNAE.",N�o se aplica,N�o,Parcelado,79000.24,7,100/2017,5975
43,Novo Barreiro,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas organizações, destinado ao atendimento ao Programa Nacional de Alimentação Escolar-PNAE.",N�o se aplica,N�o,Parcelado,79000.24,7,101/2017,2874.87
43,Novo Barreiro,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas organizações, destinado ao atendimento ao Programa Nacional de Alimentação Escolar-PNAE.",N�o se aplica,N�o,Parcelado,79000.24,7,102/2017,19374
43,Novo Barreiro,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas organizações, destinado ao atendimento ao Programa Nacional de Alimentação Escolar-PNAE.",N�o se aplica,N�o,Parcelado,79000.24,7,97/2017,2728.9
43,Novo Barreiro,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas organizações, destinado ao atendimento ao Programa Nacional de Alimentação Escolar-PNAE.",N�o se aplica,N�o,Parcelado,79000.24,7,98/2017,8128.5
43,Novo Barreiro,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas organizações, destinado ao atendimento ao Programa Nacional de Alimentação Escolar-PNAE.",N�o se aplica,N�o,Parcelado,79000.24,7,96/2017,11037.85
43,Novo Barreiro,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas organizações, destinado ao atendimento ao Programa Nacional de Alimentação Escolar-PNAE.",N�o se aplica,N�o,Parcelado,79000.24,7,99/2017,8742
43,Minas do Leão,59/2017,"Aquisição de gêneros alimentícios para a merenda escolar às Escolas Municipais e Escola de Educação Infantil Leãozinho Sabido, atendendo as determinações do FNDE e PNAE quanto ao projeto de venda de gêneros alimentícios da agricultura familiar para alimentação escolar. ",N�o se aplica,N�o,Parcelado,19336.5,4,128/2017,5214.28
43,Minas do Leão,59/2017,"Aquisição de gêneros alimentícios para a merenda escolar às Escolas Municipais e Escola de Educação Infantil Leãozinho Sabido, atendendo as determinações do FNDE e PNAE quanto ao projeto de venda de gêneros alimentícios da agricultura familiar para alimentação escolar. ",N�o se aplica,N�o,Parcelado,19336.5,4,127/2017,6916.24
43,Minas do Leão,59/2017,"Aquisição de gêneros alimentícios para a merenda escolar às Escolas Municipais e Escola de Educação Infantil Leãozinho Sabido, atendendo as determinações do FNDE e PNAE quanto ao projeto de venda de gêneros alimentícios da agricultura familiar para alimentação escolar. ",N�o se aplica,N�o,Parcelado,19336.5,4,126/2017,2733.69
43,Minas do Leão,59/2017,"Aquisição de gêneros alimentícios para a merenda escolar às Escolas Municipais e Escola de Educação Infantil Leãozinho Sabido, atendendo as determinações do FNDE e PNAE quanto ao projeto de venda de gêneros alimentícios da agricultura familiar para alimentação escolar. ",N�o se aplica,N�o,Parcelado,19336.5,4,125/2017,806.61
43,Guarani das Missões,1/2017,"aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar - PNAE.",N�o se aplica,N�o,Parcelado,25647.57,5,16/2017,2304
43,Guarani das Missões,1/2017,"aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar - PNAE.",N�o se aplica,N�o,Parcelado,25647.57,5,15/2017,6676.55
43,Guarani das Missões,1/2017,"aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar - PNAE.",N�o se aplica,N�o,Parcelado,25647.57,5,17/2017,2304
43,Guarani das Missões,1/2017,"aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar - PNAE.",N�o se aplica,N�o,Parcelado,25647.57,5,18/2017,8829.8
43,Guarani das Missões,1/2017,"aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar - PNAE.",N�o se aplica,N�o,Parcelado,25647.57,5,19/2017,1365
43,Giruá,1/2017,"Aquis. de gêneros alimentícios da Agric. Familiar, para merenda escolar.",N�o se aplica,N�o,Parcelado,63923.37,7,115/2017,2628
43,Giruá,1/2017,"Aquis. de gêneros alimentícios da Agric. Familiar, para merenda escolar.",N�o se aplica,N�o,Parcelado,63923.37,7,109/2017,7416.5
43,Giruá,1/2017,"Aquis. de gêneros alimentícios da Agric. Familiar, para merenda escolar.",N�o se aplica,N�o,Parcelado,63923.37,7,106/2017,7417
43,Giruá,1/2017,"Aquis. de gêneros alimentícios da Agric. Familiar, para merenda escolar.",N�o se aplica,N�o,Parcelado,63923.37,7,105/2017,12720.99
43,Giruá,1/2017,"Aquis. de gêneros alimentícios da Agric. Familiar, para merenda escolar.",N�o se aplica,N�o,Parcelado,63923.37,7,107/2017,7417.5
43,Giruá,1/2017,"Aquis. de gêneros alimentícios da Agric. Familiar, para merenda escolar.",N�o se aplica,N�o,Parcelado,63923.37,7,108/2017,11556
43,Giruá,1/2017,"Aquis. de gêneros alimentícios da Agric. Familiar, para merenda escolar.",N�o se aplica,N�o,Parcelado,63923.37,7,104/2017,15525
43,Caçapava do Sul,2/2017,Aquisição de gêneros alimentícios da agricultura familiar e do empendedor familiar rural,N�o se aplica,N�o,Parcelado,66320,7,4779/2017,3400
43,Três de Maio,2/2017,"AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR PARA ALIMENTAÇÃO ESCOLAR, EM CONFORMIDADE COM A LEI Nº 11.947/09 E RESOLUÇÃO FNDE Nº 26/2013.",N�o se aplica,N�o,Parcelado,79066.61,1,73/2017,74267.85
43,Jaguari,3/2017,"Consiste na aquisição de gêneros alimentícios perecíveis e não perecíveis diretamente da Agricultura Familiar e do Empreendedor  Familiar Rural  para o atendimento da alimentação dos alunos do Ensino Fundamental, Educação Infantil – Pré- Escola, Creche e Mais Educação pelo  Programa Nacional de Alimentação Escolar - PNAE – durante os meses de  agosto  a dezembro de 2017, cfe edital.",N�o se aplica,N�o,Parcelado,23601.85,8,53/2017,10720.4
43,Jaguari,3/2017,"Consiste na aquisição de gêneros alimentícios perecíveis e não perecíveis diretamente da Agricultura Familiar e do Empreendedor  Familiar Rural  para o atendimento da alimentação dos alunos do Ensino Fundamental, Educação Infantil – Pré- Escola, Creche e Mais Educação pelo  Programa Nacional de Alimentação Escolar - PNAE – durante os meses de  agosto  a dezembro de 2017, cfe edital.",N�o se aplica,N�o,Parcelado,23601.85,8,48/2017,1645.34
43,Jaguari,3/2017,"Consiste na aquisição de gêneros alimentícios perecíveis e não perecíveis diretamente da Agricultura Familiar e do Empreendedor  Familiar Rural  para o atendimento da alimentação dos alunos do Ensino Fundamental, Educação Infantil – Pré- Escola, Creche e Mais Educação pelo  Programa Nacional de Alimentação Escolar - PNAE – durante os meses de  agosto  a dezembro de 2017, cfe edital.",N�o se aplica,N�o,Parcelado,23601.85,8,52/2017,2212.44
43,Jaguari,3/2017,"Consiste na aquisição de gêneros alimentícios perecíveis e não perecíveis diretamente da Agricultura Familiar e do Empreendedor  Familiar Rural  para o atendimento da alimentação dos alunos do Ensino Fundamental, Educação Infantil – Pré- Escola, Creche e Mais Educação pelo  Programa Nacional de Alimentação Escolar - PNAE – durante os meses de  agosto  a dezembro de 2017, cfe edital.",N�o se aplica,N�o,Parcelado,23601.85,8,50/2017,1481.9
43,Jaguari,3/2017,"Consiste na aquisição de gêneros alimentícios perecíveis e não perecíveis diretamente da Agricultura Familiar e do Empreendedor  Familiar Rural  para o atendimento da alimentação dos alunos do Ensino Fundamental, Educação Infantil – Pré- Escola, Creche e Mais Educação pelo  Programa Nacional de Alimentação Escolar - PNAE – durante os meses de  agosto  a dezembro de 2017, cfe edital.",N�o se aplica,N�o,Parcelado,23601.85,8,46/2017,1887.42
43,Jaguari,3/2017,"Consiste na aquisição de gêneros alimentícios perecíveis e não perecíveis diretamente da Agricultura Familiar e do Empreendedor  Familiar Rural  para o atendimento da alimentação dos alunos do Ensino Fundamental, Educação Infantil – Pré- Escola, Creche e Mais Educação pelo  Programa Nacional de Alimentação Escolar - PNAE – durante os meses de  agosto  a dezembro de 2017, cfe edital.",N�o se aplica,N�o,Parcelado,23601.85,8,47/2017,2178.92
43,Jaguari,3/2017,"Consiste na aquisição de gêneros alimentícios perecíveis e não perecíveis diretamente da Agricultura Familiar e do Empreendedor  Familiar Rural  para o atendimento da alimentação dos alunos do Ensino Fundamental, Educação Infantil – Pré- Escola, Creche e Mais Educação pelo  Programa Nacional de Alimentação Escolar - PNAE – durante os meses de  agosto  a dezembro de 2017, cfe edital.",N�o se aplica,N�o,Parcelado,23601.85,8,51/2017,2216.45
43,Jaguari,3/2017,"Consiste na aquisição de gêneros alimentícios perecíveis e não perecíveis diretamente da Agricultura Familiar e do Empreendedor  Familiar Rural  para o atendimento da alimentação dos alunos do Ensino Fundamental, Educação Infantil – Pré- Escola, Creche e Mais Educação pelo  Programa Nacional de Alimentação Escolar - PNAE – durante os meses de  agosto  a dezembro de 2017, cfe edital.",N�o se aplica,N�o,Parcelado,23601.85,8,49/2017,1223.82
43,Canudos do Vale,2/2017,"Aquisição de gêneros alimentícios, para as Escolas da Rede Municipal, gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, destinado ao atendimento do Programa Nacional de Alimentação Escolar/PNAE.",N�o se aplica,N�o,Integral,5676.03,3,38/2017,3348.05
43,Canudos do Vale,2/2017,"Aquisição de gêneros alimentícios, para as Escolas da Rede Municipal, gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, destinado ao atendimento do Programa Nacional de Alimentação Escolar/PNAE.",N�o se aplica,N�o,Integral,5676.03,3,39/2017,1495
43,Canudos do Vale,2/2017,"Aquisição de gêneros alimentícios, para as Escolas da Rede Municipal, gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, destinado ao atendimento do Programa Nacional de Alimentação Escolar/PNAE.",N�o se aplica,N�o,Integral,5676.03,3,40/2017,395.1
43,Santa Maria,2/2017,Aquisição de gêneros alimentícios diretamente da Agricultura Familiar e do Empreendedor Familiar Rural para alimentação escolar,N�o se aplica,N�o,Parcelado,470600.55,7,42/2017,112889.6
43,Santa Maria,2/2017,Aquisição de gêneros alimentícios diretamente da Agricultura Familiar e do Empreendedor Familiar Rural para alimentação escolar,N�o se aplica,N�o,Parcelado,470600.55,7,40/2017,243267.35
43,Santa Maria,2/2017,Aquisição de gêneros alimentícios diretamente da Agricultura Familiar e do Empreendedor Familiar Rural para alimentação escolar,N�o se aplica,N�o,Parcelado,470600.55,7,41/2017,114443.6
43,Linha Nova,2/2017,"Chamada Pública para fins de habilitação de fornecedores e para o recebimento de propostas para fornecimento de gêneros alimentícios provenientes da agricultura familiar na alimentação escolar para o segundo semestre letivo, em conformidade com a Lei n. 8.666/93, com a Lei n. 11.947/09 e com a Resolução do FNDE n. 26/13. ",N�o se aplica,N�o,Parcelado,14573.75,1,41/2017,14543.75
43,Guarani das Missões,2/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar - PNAE.",N�o se aplica,N�o,Parcelado,25702.97,6,66/2017,6073.96
43,Guarani das Missões,2/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar - PNAE.",N�o se aplica,N�o,Parcelado,25702.97,6,69/2017,9906.82
43,Guarani das Missões,2/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar - PNAE.",N�o se aplica,N�o,Parcelado,25702.97,6,70/2017,2374.18
43,Guarani das Missões,2/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar - PNAE.",N�o se aplica,N�o,Parcelado,25702.97,6,68/2017,1346.4
43,Guarani das Missões,2/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar - PNAE.",N�o se aplica,N�o,Parcelado,25702.97,6,71/2017,1254
43,Guarani das Missões,2/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar - PNAE.",N�o se aplica,N�o,Parcelado,25702.97,6,67/2017,4693.71
43,Rondinha,1/2017,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DIRETAMENTE DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL CONFORME §1º DO ART.14 DA LEI N.º 11.947/2009 E RESOLUÇÃO FNDE N.º 04/2015,N�o se aplica,N�o,Parcelado,13144.2,6,123/2017,1125
43,Rondinha,1/2017,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DIRETAMENTE DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL CONFORME §1º DO ART.14 DA LEI N.º 11.947/2009 E RESOLUÇÃO FNDE N.º 04/2015,N�o se aplica,N�o,Parcelado,13144.2,6,121/2017,2975
43,Rondinha,1/2017,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DIRETAMENTE DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL CONFORME §1º DO ART.14 DA LEI N.º 11.947/2009 E RESOLUÇÃO FNDE N.º 04/2015,N�o se aplica,N�o,Parcelado,13144.2,6,122/2017,3454.2
43,Rondinha,1/2017,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DIRETAMENTE DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL CONFORME §1º DO ART.14 DA LEI N.º 11.947/2009 E RESOLUÇÃO FNDE N.º 04/2015,N�o se aplica,N�o,Parcelado,13144.2,6,126/2017,2970
43,Rondinha,1/2017,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DIRETAMENTE DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL CONFORME §1º DO ART.14 DA LEI N.º 11.947/2009 E RESOLUÇÃO FNDE N.º 04/2015,N�o se aplica,N�o,Parcelado,13144.2,6,124/2017,1205
43,Rondinha,1/2017,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DIRETAMENTE DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL CONFORME §1º DO ART.14 DA LEI N.º 11.947/2009 E RESOLUÇÃO FNDE N.º 04/2015,N�o se aplica,N�o,Parcelado,13144.2,6,125/2017,315
43,derrubadas,3/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas organizações, para o atendimento ao Programa Nacional de Alimentação Escolar/PNAE, destinados a Alimentação Escolar dos alunos da Rede Municipal de Ensino.",N�o se aplica,N�o,Parcelado,30966.06,7,87/2017,27842.06
43,Santa Tereza,2/2017,Aquisição de gêneros alimentícios provenientes da agricultura familiar.,N�o se aplica,N�o,Parcelado,5182.18,3,159/2017,4083.4
43,Santa Tereza,2/2017,Aquisição de gêneros alimentícios provenientes da agricultura familiar.,N�o se aplica,N�o,Parcelado,5182.18,3,157/2017,74.6
43,Santa Tereza,2/2017,Aquisição de gêneros alimentícios provenientes da agricultura familiar.,N�o se aplica,N�o,Parcelado,5182.18,3,158/2017,1024.18
43,Encantado,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas Organizações, com dispensa de licitação, conforme lei nº 11.947/2009 e Resolução CD/FNDE de 26 de junho de 2013, atualizada pela Resolução CD/FNDE nº 04, de 02 de abril de 2015, e com base na lei federal nº 8.666/1993 e alterações, para atendimento ao Programa Municipal de Educação Escolar - PNAE, destinados a alimentação escolar dos alunos da rede municipal de educação infantil, pré-escola, ensino fundamental, EJA e AEE.",N�o se aplica,N�o,Parcelado,149614.42,13,64/2017,720
43,Encantado,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas Organizações, com dispensa de licitação, conforme lei nº 11.947/2009 e Resolução CD/FNDE de 26 de junho de 2013, atualizada pela Resolução CD/FNDE nº 04, de 02 de abril de 2015, e com base na lei federal nº 8.666/1993 e alterações, para atendimento ao Programa Municipal de Educação Escolar - PNAE, destinados a alimentação escolar dos alunos da rede municipal de educação infantil, pré-escola, ensino fundamental, EJA e AEE.",N�o se aplica,N�o,Parcelado,149614.42,13,62/2017,19808.81
43,Encantado,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas Organizações, com dispensa de licitação, conforme lei nº 11.947/2009 e Resolução CD/FNDE de 26 de junho de 2013, atualizada pela Resolução CD/FNDE nº 04, de 02 de abril de 2015, e com base na lei federal nº 8.666/1993 e alterações, para atendimento ao Programa Municipal de Educação Escolar - PNAE, destinados a alimentação escolar dos alunos da rede municipal de educação infantil, pré-escola, ensino fundamental, EJA e AEE.",N�o se aplica,N�o,Parcelado,149614.42,13,63/2017,6926.93
43,Encantado,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas Organizações, com dispensa de licitação, conforme lei nº 11.947/2009 e Resolução CD/FNDE de 26 de junho de 2013, atualizada pela Resolução CD/FNDE nº 04, de 02 de abril de 2015, e com base na lei federal nº 8.666/1993 e alterações, para atendimento ao Programa Municipal de Educação Escolar - PNAE, destinados a alimentação escolar dos alunos da rede municipal de educação infantil, pré-escola, ensino fundamental, EJA e AEE.",N�o se aplica,N�o,Parcelado,149614.42,13,67/2017,2100
43,Encantado,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas Organizações, com dispensa de licitação, conforme lei nº 11.947/2009 e Resolução CD/FNDE de 26 de junho de 2013, atualizada pela Resolução CD/FNDE nº 04, de 02 de abril de 2015, e com base na lei federal nº 8.666/1993 e alterações, para atendimento ao Programa Municipal de Educação Escolar - PNAE, destinados a alimentação escolar dos alunos da rede municipal de educação infantil, pré-escola, ensino fundamental, EJA e AEE.",N�o se aplica,N�o,Parcelado,149614.42,13,65/2017,18168.4
43,Encantado,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas Organizações, com dispensa de licitação, conforme lei nº 11.947/2009 e Resolução CD/FNDE de 26 de junho de 2013, atualizada pela Resolução CD/FNDE nº 04, de 02 de abril de 2015, e com base na lei federal nº 8.666/1993 e alterações, para atendimento ao Programa Municipal de Educação Escolar - PNAE, destinados a alimentação escolar dos alunos da rede municipal de educação infantil, pré-escola, ensino fundamental, EJA e AEE.",N�o se aplica,N�o,Parcelado,149614.42,13,68/2017,10439
43,Encantado,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas Organizações, com dispensa de licitação, conforme lei nº 11.947/2009 e Resolução CD/FNDE de 26 de junho de 2013, atualizada pela Resolução CD/FNDE nº 04, de 02 de abril de 2015, e com base na lei federal nº 8.666/1993 e alterações, para atendimento ao Programa Municipal de Educação Escolar - PNAE, destinados a alimentação escolar dos alunos da rede municipal de educação infantil, pré-escola, ensino fundamental, EJA e AEE.",N�o se aplica,N�o,Parcelado,149614.42,13,71/2017,13437
43,Encantado,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas Organizações, com dispensa de licitação, conforme lei nº 11.947/2009 e Resolução CD/FNDE de 26 de junho de 2013, atualizada pela Resolução CD/FNDE nº 04, de 02 de abril de 2015, e com base na lei federal nº 8.666/1993 e alterações, para atendimento ao Programa Municipal de Educação Escolar - PNAE, destinados a alimentação escolar dos alunos da rede municipal de educação infantil, pré-escola, ensino fundamental, EJA e AEE.",N�o se aplica,N�o,Parcelado,149614.42,13,70/2017,14601.87
43,Encantado,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas Organizações, com dispensa de licitação, conforme lei nº 11.947/2009 e Resolução CD/FNDE de 26 de junho de 2013, atualizada pela Resolução CD/FNDE nº 04, de 02 de abril de 2015, e com base na lei federal nº 8.666/1993 e alterações, para atendimento ao Programa Municipal de Educação Escolar - PNAE, destinados a alimentação escolar dos alunos da rede municipal de educação infantil, pré-escola, ensino fundamental, EJA e AEE.",N�o se aplica,N�o,Parcelado,149614.42,13,72/2017,3837.19
43,Encantado,1/2017,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural ou suas Organizações, com dispensa de licitação, conforme lei nº 11.947/2009 e Resolução CD/FNDE de 26 de junho de 2013, atualizada pela Resolução CD/FNDE nº 04, de 02 de abril de 2015, e com base na lei federal nº 8.666/1993 e alterações, para atendimento ao Programa Municipal de Educação Escolar - PNAE, destinados a alimentação escolar dos alunos da rede municipal de educação infantil, pré-escola, ensino fundamental, EJA e AEE.",N�o se aplica,N�o,Parcelado,149614.42,13,61/2017,17985.46
